"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score","Decile_Score"
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5,0.363636363636364
"Female","Hispanic","Other","Probation","Single","Low",0.433333333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Divorced","Low",0.497916666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.316666666666667,0.181818181818182
"Female","Native American","Post Sentence","Probation","Single","Medium with Override Consideration",0.666666666666667,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.654166666666667,0.727272727272727
"Male","African-American","Other","Probation","Single","Medium",0.620833333333333,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Low",0.554166666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.585416666666667,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.645833333333333,0.818181818181818
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.564583333333333,0.636363636363636
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.702083333333333,0.818181818181818
"Male","Native American","Pretrial","Jail Inmate","Separated","Low",0.383333333333333,0.272727272727273
"Female","Hispanic","Post Sentence","Probation","Separated","Medium with Override Consideration",0.720833333333333,0.909090909090909
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.51875,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Medium",0.616666666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.65625,0.727272727272727
"Female","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.685416666666667,0.818181818181818
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.716666666666667,0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.760416666666667,0.909090909090909
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.241666666666667,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.39375,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6625,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333,0.727272727272727
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.6125,0.636363636363636
"Male","African-American","Other","Probation","Single","Low",0.497916666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.554166666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.541666666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.535416666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.458333333333333,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.266666666666667,0.181818181818182
"Female","African-American","Post Sentence","Probation","Single","Low",0.408333333333333,0.363636363636364
"Male","Other","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.691666666666667,0.818181818181818
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.270833333333333,0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.527083333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5125,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.766666666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.429166666666667,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.764583333333333,0.909090909090909
"Male","Arabic","Pretrial","Jail Inmate","Married","Low",0.1625,0.181818181818182
"Female","Other","Pretrial","Jail Inmate","Separated","Low",0.516666666666667,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Divorced","Low",0.5875,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.64375,0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.504166666666667,0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.604166666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Married","Low",0.14375,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.291666666666667,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.60625,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6375,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.70625,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.29375,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.53125,0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.510416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.7375,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.616666666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Divorced","Medium with Override Consideration",0.727083333333333,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.6875,0.818181818181818
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.51875,0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.760416666666667,1
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.735416666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Medium",0.539583333333333,0.454545454545455
"Male","Asian","Post Sentence","Probation","Single","Low",0.579166666666667,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.472916666666667,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Medium",0.635416666666667,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Medium",0.641666666666667,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.58125,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.747916666666667,0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.316666666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.664583333333333,0.727272727272727
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","High",0.779166666666667,0.909090909090909
"Male","African-American","Post Sentence","Probation","Separated","Low",0.3875,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.564583333333333,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.447916666666667,0.272727272727273
"Female","Hispanic","Other","Probation","Single","Low",0.510416666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Medium",0.614583333333333,0.636363636363636
"Male","Hispanic","Other","Probation","Married","Low",0.297916666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.672916666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.754166666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.472916666666667,0.363636363636364
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.38125,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.460416666666667,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.602083333333333,0.545454545454545
"Male","Other","Other","Probation","Divorced","Low",0.347916666666667,0.181818181818182
"Male","Hispanic","Other","Probation","Single","Low",0.547916666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.816666666666667,1
"Male","African-American","Post Sentence","Probation","Separated","Medium",0.675,0.727272727272727
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.4,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.522916666666667,0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.264583333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.529166666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.527083333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.575,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.120833333333333,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.497916666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.164583333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.572916666666667,0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.247916666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.547916666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.745833333333333,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.78125,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.8375,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.233333333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.49375,0.363636363636364
"Female","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.547916666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.183333333333333,0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.452083333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.704166666666667,0.818181818181818
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.445833333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.752083333333333,0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.597916666666667,0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.389583333333333,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Divorced","Medium",0.627083333333333,0.727272727272727
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.489583333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.397916666666667,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.752083333333333,0.909090909090909
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.216666666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.497916666666667,0.363636363636364
"Female","Other","Pretrial","Jail Inmate","Single","Low",0.339583333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.779166666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.285416666666667,0.181818181818182
"Male","Hispanic","Other","Probation","Married","Low",0.502083333333333,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Low",0.579166666666667,0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.414583333333333,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Low",0.6,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.760416666666667,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.214583333333333,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Widowed","Low",0.36875,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.610416666666667,0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.441666666666667,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.516666666666667,0.454545454545455
"Male","Hispanic","Other","Probation","Single","Low",0.4625,0.363636363636364
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.354166666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.220833333333333,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.36875,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.41875,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.308333333333333,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.491666666666667,0.454545454545455
"Male","Caucasian","Other","Probation","Separated","Low",0.310416666666667,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.26875,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.764583333333333,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.5,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Widowed","Low",0.225,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married","Medium with Override Consideration",0.725,0.818181818181818
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.575,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.591666666666667,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.55625,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.375,0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced","Medium with Override Consideration",0.779166666666667,0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.729166666666667,0.818181818181818
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.614583333333333,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.375,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.633333333333333,0.636363636363636
"Male","African-American","Other","Probation","Separated","Low",0.375,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Married","Low",0.495833333333333,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.48125,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.522916666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.48125,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Medium",0.625,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.725,0.909090909090909
"Male","Caucasian","Parole Violator","Probation","Married","Low",0.489583333333333,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.389583333333333,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.4625,0.363636363636364
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.629166666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.395833333333333,0.272727272727273
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.54375,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.410416666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.6,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.36875,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Separated","Low",0.514583333333333,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Low",0.408333333333333,0.272727272727273
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.241666666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.408333333333333,0.272727272727273
"Male","Caucasian","Other","Probation","Single","Low",0.59375,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.704166666666667,0.818181818181818
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.577083333333333,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.558333333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.258333333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7125,0.818181818181818
"Female","Caucasian","Other","Probation","Single","Low",0.385416666666667,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.533333333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.345833333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.241666666666667,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single","High",0.80625,1
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.416666666666667,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Medium",0.633333333333333,0.727272727272727
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.552083333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","High",0.74375,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.30625,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.254166666666667,0.181818181818182
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.572916666666667,0.636363636363636
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.54375,0.545454545454545
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.3875,0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.35625,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","High",0.6875,0.818181818181818
"Male","African-American","Post Sentence","Probation","Married","Medium with Override Consideration",0.71875,0.818181818181818
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.610416666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.647916666666667,0.727272727272727
"Male","Other","Post Sentence","Probation","Single","Low",0.560416666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","High",0.764583333333333,0.909090909090909
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.489583333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.620833333333333,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Low",0.53125,0.454545454545455
"Male","Hispanic","Other","Probation","Married","Low",0.2125,0.181818181818182
"Male","Hispanic","Other","Probation","Separated","Low",0.366666666666667,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.31875,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.29375,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Low",0.514583333333333,0.454545454545455
"Male","Hispanic","Other","Probation","Married","Medium",0.658333333333333,0.727272727272727
"Male","Caucasian","Other","Probation","Married","Low",0.145833333333333,0.181818181818182
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.547916666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.433333333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.495833333333333,0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.347916666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.560416666666667,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.3625,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6875,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.66875,0.727272727272727
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.766666666666667,0.909090909090909
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.53125,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.5625,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.327083333333333,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.789583333333333,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Low",0.522916666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.5375,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.464583333333333,0.363636363636364
"Male","African-American","Pretrial","Pretrial Defendant","Separated","Medium with Override Consideration",0.783333333333333,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.679166666666667,0.727272727272727
"Female","Hispanic","Other","Probation","Separated","Low",0.208333333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Divorced","Low",0.358333333333333,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.516666666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.477083333333333,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Separated","Low",0.335416666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.366666666666667,0.181818181818182
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.235416666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.177083333333333,0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","High",0.870833333333333,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4625,0.363636363636364
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.60625,0.636363636363636
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.28125,0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.133333333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Medium",0.666666666666667,0.727272727272727
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.614583333333333,0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.43125,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.658333333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.91875,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.735416666666667,0.909090909090909
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.610416666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Married","Low",0.575,0.545454545454545
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.295833333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.660416666666667,0.727272727272727
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.366666666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.429166666666667,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.722916666666667,0.818181818181818
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.345833333333333,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.408333333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Married","High",0.8,1
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.70625,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.497916666666667,0.363636363636364
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.339583333333333,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.585416666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45625,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.308333333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.766666666666667,0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Medium",0.577083333333333,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.527083333333333,0.454545454545455
"Male","Hispanic","Other","Probation","Single","Low",0.422916666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.26875,0.181818181818182
"Female","Caucasian","Other","Probation","Divorced","Low",0.204166666666667,0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.347916666666667,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.429166666666667,0.363636363636364
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.4125,0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.535416666666667,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.5375,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.514583333333333,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.75625,0.909090909090909
"Male","African-American","Post Sentence","Probation","Single","Medium",0.604166666666667,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.410416666666667,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.79375,1
"Male","African-American","Other","Probation","Single","Medium with Override Consideration",0.73125,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.435416666666667,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.475,0.363636363636364
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.522916666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.435416666666667,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.48125,0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.214583333333333,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Unknown","Low",0.377083333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Married","Low",0.602083333333333,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.379166666666667,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.222916666666667,0.181818181818182
"Male","African-American","Conditional Release","Probation","Single","Medium",0.679166666666667,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Low",0.3875,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.270833333333333,0.181818181818182
"Male","Asian","Pretrial","Pretrial Defendant","Single","High",0.73125,0.818181818181818
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.208333333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.814583333333333,1
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.485416666666667,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Married","Medium",0.63125,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.8625,1
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.591666666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.660416666666667,0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.179166666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.404166666666667,0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.645833333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.46875,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.420833333333333,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.564583333333333,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.266666666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.64375,0.727272727272727
"Female","African-American","Other","Probation","Single","Medium",0.610416666666667,0.727272727272727
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.529166666666667,0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.422916666666667,0.363636363636364
"Male","Asian","Pretrial","Jail Inmate","Divorced","Low",0.15625,0.181818181818182
