"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.489583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.620833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.53125
"Male","Hispanic","Other","Probation","Married","Low",0.2125
"Male","Hispanic","Other","Probation","Separated","Low",0.366666666666667
"Male","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.31875
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.29375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.514583333333333
"Male","Hispanic","Other","Probation","Married","Medium",0.658333333333333
"Male","Caucasian","Other","Probation","Married","Low",0.145833333333333
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.547916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.433333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.495833333333333
"Female","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.347916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.560416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.3625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.66875
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.766666666666667
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.53125
"Male","African-American","Post Sentence","Probation","Single","Low",0.5625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.327083333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.789583333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.522916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.5375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.464583333333333
"Male","African-American","Pretrial","Pretrial Defendant","Separated","Medium with Override Consideration",0.783333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.679166666666667
"Female","Hispanic","Other","Probation","Separated","Low",0.208333333333333
"Male","Hispanic","Other","Probation","Divorced","Low",0.358333333333333
"Male","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.516666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.477083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Separated","Low",0.335416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.366666666666667
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.235416666666667
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.177083333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","High",0.870833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4625
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.60625
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.28125
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.133333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667
"Female","African-American","Post Sentence","Probation","Single","Medium",0.666666666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.614583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.43125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.658333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.91875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.735416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.610416666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.575
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.295833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.660416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.366666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.429166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.722916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.345833333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.408333333333333
"Male","African-American","Pretrial","Jail Inmate","Married","High",0.8
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.70625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.497916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.339583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.585416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.308333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.766666666666667
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Medium",0.577083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.527083333333333
"Male","Hispanic","Other","Probation","Single","Low",0.422916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.26875
"Female","Caucasian","Other","Probation","Divorced","Low",0.204166666666667
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.347916666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.429166666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.4125
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.535416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.5375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.514583333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.75625
"Male","African-American","Post Sentence","Probation","Single","Medium",0.604166666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.410416666666667
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.79375
"Male","African-American","Other","Probation","Single","Medium with Override Consideration",0.73125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.435416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.475
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.522916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.435416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.48125
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.214583333333333
"Male","African-American","Pretrial","Pretrial Defendant","Unknown","Low",0.377083333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.602083333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.379166666666667
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.222916666666667
"Male","African-American","Conditional Release","Probation","Single","Medium",0.679166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.3875
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.270833333333333
"Male","Asian","Pretrial","Pretrial Defendant","Single","High",0.73125
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.208333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.814583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.485416666666667
"Female","Caucasian","Post Sentence","Probation","Married","Medium",0.63125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.8625
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.591666666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.660416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.179166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.404166666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.645833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.420833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.564583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.266666666666667
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.64375
"Female","African-American","Other","Probation","Single","Medium",0.610416666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.529166666666667
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.422916666666667
"Male","Asian","Pretrial","Jail Inmate","Divorced","Low",0.15625
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.48125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.470833333333333
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.454166666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.329166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.595833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.345833333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.59375
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.864583333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.414583333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.49375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.3875
"Female","African-American","Post Sentence","Probation","Single","Medium",0.597916666666667
"Male","African-American","Other","Probation","Single","Medium",0.566666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.7
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45625
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.525
"Female","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.710416666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.491666666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.51875
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.504166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.495833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.283333333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.24375
"Male","African-American","Post Sentence","Probation","Married","Low",0.285416666666667
"Male","African-American","Pretrial","Jail Inmate","Married","High",0.852083333333333
"Male","Caucasian","Other","Probation","Widowed","Low",0.26875
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.116666666666667
"Male","African-American","Pretrial","Pretrial Defendant","Divorced","Low",0.48125
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.7125
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","High",0.8875
"Male","Asian","Post Sentence","Probation","Divorced","Low",0.441666666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Medium",0.608333333333333
"Male","Other","Post Sentence","Probation","Single","High",0.789583333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.45625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.495833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.66875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.160416666666667
"Female","African-American","Pretrial","Jail Inmate","Married","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.675
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.8375
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.739583333333333
"Male","Hispanic","Other","Probation","Divorced","Low",0.329166666666667
"Male","Hispanic","Other","Probation","Married","Low",0.25625
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.454166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.633333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.508333333333333
"Female","Hispanic","Pretrial","Jail Inmate","Married","Low",0.4125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.489583333333333
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.214583333333333
"Male","Caucasian","Post Sentence","Jail Inmate","Single","Low",0.266666666666667
"Female","African-American","Post Sentence","Probation","Married","Low",0.404166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.383333333333333
"Male","African-American","Other","Probation","Single","Low",0.420833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.46875
"Male","African-American","Post Sentence","Probation","Single","Low",0.425
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.34375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.633333333333333
"Male","Other","Other","Probation","Single","Low",0.452083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.114583333333333
"Male","African-American","Post Sentence","Probation","Single","High",0.777083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.554166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.827083333333333
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.39375
"Male","Hispanic","Other","Probation","Single","Low",0.352083333333333
"Male","Other","Post Sentence","Probation","Single","Medium with Override Consideration",0.845833333333333
"Female","Other","Pretrial","Jail Inmate","Married","Low",0.314583333333333
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.4875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.422916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.475
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.260416666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.360416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.8875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.510416666666667
"Male","African-American","Post Sentence","Probation","Single","High",0.777083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.541666666666667
"Female","Hispanic","Other","Probation","Married","Low",0.4
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.489583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.647916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Widowed","Low",0.147916666666667
"Female","Caucasian","Other","Probation","Divorced","Low",0.360416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.41875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.247916666666667
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.470833333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.860416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.514583333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.277083333333333
"Female","Hispanic","Pretrial","Pretrial Defendant","Single","Medium",0.558333333333333
"Male","Other","Post Sentence","Probation","Single","Low",0.491666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.10625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.2625
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.0979166666666666
"Female","Hispanic","Other","Probation","Single","Low",0.458333333333333
"Male","Hispanic","Other","Probation","Single","Medium",0.6125
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.73125
"Male","Hispanic","Other","Probation","Single","Medium with Override Consideration",0.647916666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.554166666666667
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.43125
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.30625
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.43125
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.697916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.65
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.266666666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.325
"Male","African-American","Post Sentence","Probation","Married","Medium with Override Consideration",0.6875
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.85
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.289583333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.345833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.597916666666667
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.266666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5625
"Male","African-American","Pretrial","Jail Inmate","Separated","Medium with Override Consideration",0.816666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.760416666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.345833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.710416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.127083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.639583333333333
"Male","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.1375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.44375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.40625
"Male","Hispanic","Pretrial","Jail Inmate","Unknown","Low",0.341666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.495833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.379166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.264583333333333
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.28125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.63125
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.164583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.291666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.683333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.529166666666667
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.295833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.627083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.454166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.45625
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.420833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.416666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.614583333333333
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.54375
"Female","Caucasian","Other","Probation","Married","Low",0.277083333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.604166666666667
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Medium with Override Consideration",0.70625
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.46875
"Female","Caucasian","Pretrial","Pretrial Defendant","Divorced","Medium",0.55
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.589583333333333
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.55625
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.229166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65625
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.51875
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.427083333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.4
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.404166666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.4875
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.525
"Female","Hispanic","Other","Probation","Married","Low",0.379166666666667
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.402083333333333
"Female","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.847916666666667
"Male","Hispanic","Pretrial","Jail Inmate","Significant Other","Low",0.452083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Unknown","Low",0.2
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.227083333333333
"Male","Hispanic","Other","Probation","Married","Low",0.410416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.50625
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.65625
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.26875
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.595833333333333
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.570833333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Medium",0.652083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.470833333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.472916666666667
"Female","African-American","Pretrial","Jail Inmate","Married","Low",0.202083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.3125
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.377083333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.495833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.679166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.385416666666667
"Male","Caucasian","Other","Probation","Single","Low",0.458333333333333
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.3125
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.445833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.7125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.545833333333333
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.502083333333333
"Male","Hispanic","Other","Probation","Married","Low",0.375
"Male","African-American","Other","Probation","Single","Medium",0.60625
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.297916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.460416666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.470833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.68125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.616666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.616666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.695833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.627083333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.58125
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.595833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.516666666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.516666666666667
"Male","Other","Post Sentence","Probation","Single","Low",0.541666666666667
"Female","Hispanic","Post Sentence","Probation","Married","Low",0.295833333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.445833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4875
"Male","Other","Pretrial","Jail Inmate","Single","High",0.75625
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.30625
"Female","African-American","Other","Probation","Single","Low",0.53125
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.502083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.439583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.714583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.51875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.49375
"Male","African-American","Pretrial","Jail Inmate","Separated","Medium",0.639583333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.4375
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.88125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.883333333333333
"Male","Caucasian","Other","Probation","Married","Low",0.310416666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.516666666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.45625
"Male","African-American","Post Sentence","Probation","Married","Low",0.4875
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.495833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.29375
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.722916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.516666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.422916666666667
"Male","Hispanic","Other","Probation","Divorced","Low",0.254166666666667
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.172916666666667
"Male","African-American","Post Sentence","Probation","Widowed","Low",0.3
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.31875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.422916666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.591666666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.4375
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.427083333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.40625
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.44375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.5875
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333
"Male","Caucasian","Other","Probation","Divorced","Low",0.427083333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.375
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.716666666666667
"Female","Hispanic","Other","Probation","Single","Medium",0.570833333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.589583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.495833333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.44375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.583333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.566666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.145833333333333
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.358333333333333
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.564583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.5625
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.36875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.477083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.5375
"Male","Caucasian","Parole Violator","Probation","Single","Low",0.408333333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.214583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.102083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.610416666666667
"Male","African-American","Other","Probation","Single","Medium",0.604166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.65
"Female","Caucasian","Other","Probation","Married","Low",0.258333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.789583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Medium",0.635416666666667
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.602083333333333
"Female","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.725
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.497916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.285416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.539583333333333
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.660416666666667
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.54375
